Корневая;"Подкатегория 1";"Подкатегория 2";"Подкатегория 3";Артикул;"Название товара";"Краткое описание";"Полное описание";Изображения;"Цена продажи";"Параметр: Наличие";"Параметр: Вес";"Параметр: Габариты";"Параметр: Производитель";"Параметр: Ссылка на товар";"Параметр: Упаковка";"Параметр: Срок годности";"Параметр: Производитель";"Параметр: Страна происхождения";"Параметр: Состав";"Параметр: БЖУ";"Параметр: Условия хранения";"Параметр: Вес"
"Чай и другие напитки";;;;0344939365;"Гречишный чай с имбирем";;"Овсяное печенье. Аромат гречишного меда. Ноты ванили. Приятный сладковатый вкус. Абсолютно натуральный состав. Все это — гречишный чай POLEZZNO. Неудивительно, что гречишный чай завоевал такую популярность во всем мире. Как получается этот насыщенный и богатый оттенками напиток?
В северных провинциях Китая уже много веков выращивается специальный сорт гречихи. Из молодых «молочных» зерен такой гречихи китайцы традиционно заваривают гречишный чай Ку Цяо. Настоящий гречишный чай лучшего качества бережно перемалывается, а затем пакетируется.
*	Имбирь — аюрведический символ избавления от любых болезней. Он повышает скорость обмена веществ и делает гречишный чай особенно согревающим.
*	Пряно-жгучие ноты имбиря в медовом аромате гречихи — прекрасное сочетание с пользой для здоровья.
Состав
Семена татарской гречихи, имбирь сушеный молотый
БЖУ
белки 14,6 г,
жиры 2,5 г,
углеводы 55,2 г;
энергетическая ценность — 1 269 кДж/303,3 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/napitok_grechishniy_s_imbirem_40g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/napitok_grechishniy_s_imbirem_40g_kz_back-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/grechishnyi-chai-s-imbirem-optom;"Картонная коробка, бумажный пакет, фильтр-пакеты без ярлычков, 20 шт х 2 г";"24 месяца";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Семена татарской гречихи, имбирь сушеный молотый";"белки 14,6 г,жиры 2,5 г,углеводы 55,2 г;энергетическая ценность — 1 269 кДж/303,3 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;192571549;"Гречишный чай с лемонграссом";;"Овсяное печенье. Аромат гречишного меда. Ноты ванили. Приятный сладковатый вкус. Абсолютно натуральный состав. Все это — гречишный чай POLEZZNO. Неудивительно, что гречишный чай завоевал такую популярность во всем мире. Как получается этот насыщенный и богатый оттенками напиток?
В северных провинциях Китая уже много веков выращивается специальный сорт гречихи. Из молодых «молочных» зерен такой гречихи китайцы традиционно заваривают гречишный чай Ку Цяо. Настоящий гречишный чай лучшего качества бережно перемалывается, а затем пакетируется.
*	Душистый, с нотами лайма и насыщенным мятным послевкусием, лемонграсс наделяет гречишный чай освежающим действием.
*	Лимонное сорго, столь любимое многими народами мира, мягко поможет справиться с ежедневными стрессами современной жизни.
Состав
Семена татарской гречихи, лемонграсс сушеный молотый
БЖУ
белки 12,7 г,
жиры 0,5 г,
углеводы 28,3 г;
энергетическая ценность — 1 327 кДж/317,1 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/napitok_grechishniy_s_lemongrassom_40g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/napitok_grechishniy_s_lemongrassom_40g_kz_back-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/grechishnyi-chai-s-lemongrassom-optom;"Картонная коробка, бумажный пакет, фильтр-пакеты без ярлычков, 20 шт х 2 г";"24 месяца";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Семена татарской гречихи, лемонграсс сушеный молотый";"белки 12,7 г,жиры 0,5 г,углеводы 28,3 г;энергетическая ценность — 1 327 кДж/317,1 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;1707656544;"Гречишный чай с цейлонской корицей";;"Овсяное печенье. Аромат гречишного меда. Ноты ванили. Приятный сладковатый вкус. Абсолютно натуральный состав. Все это — гречишный чай POLEZZNO. Неудивительно, что гречишный чай завоевал такую популярность во всем мире. Как получается этот насыщенный и богатый оттенками напиток?
В северных провинциях Китая уже много веков выращивается специальный сорт гречихи. Из молодых «молочных» зерен такой гречихи китайцы традиционно заваривают гречишный чай Ку Цяо. Настоящий гречишный чай лучшего качества бережно перемалывается, а затем пакетируется.
*	Корица — королева ароматов. Она обволакивает уютом и умиротворением.
*	Корица максимально органично вписывается в ароматический букет гречишного чая, делая напиток еще более похожим на вкуснейшую выпечку.?
Состав
Семена татарской гречихи, корица цейлонская
БЖУ
белки 14,5 г,
жиры 1,4 г,
углеводы 51,3 г;
энергетическая ценность — 1 215 кДж/209,1 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/napitok_grechishniy_s_koricey_40g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/napitok_grechishniy_s_koricey_40g_kz_back-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/grechishnyi-chai-s-koritsei-optom;"Картонная коробка, бумажный пакет, фильтр-пакеты без ярлычков, 20 шт х 2 г";"24 месяца";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Семена татарской гречихи, корица цейлонская";"белки 14,5 г,жиры 1,4 г,углеводы 51,3 г;энергетическая ценность — 1 215 кДж/209,1 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;309910104;"Кисель с семенами чиа «Клубника и ежевика»";;"Старые традиции на новый лад. Несомненная польза в новом, современном прочтении — это кисели от POLEZZNO. Вы всё еще уверены, что полезное не вкусно? А всё старое надо оставить в прошлом? Кисель POLEZZNO разрушает все стереотипы.
Почему вкусно:
*	Огромное количество ягод.
*	Нейтральный вкус основы.
*	Современные натуральные низкокалорийные подсластители.
Почему удобно:
*	Ваш кисель готов за 15 секунд.
*	Вы можете сами регулировать густоту и насыщенность вкуса.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Способ употребления:2–3 ч. л. смеси (8–12 г) залить теплой водой. Кисель готов.
Можно регулировать густоту киселя количеством добавляемой смеси.
Идеально употреблять кисель натощак или перед приемом пищи для уменьшения объема порции.
*	Без глютена. Скажем нет раздражающему действию глютена на кишечник.
*	Без крахмала и сахара. POLEZZNO берет в будущее только лучшее.
*	Пробиотические свойства псиллиума и семян чиа обеспечат необходимые условия для роста полезной микрофлоры.
*	Смягчающее действие киселя поможет справиться с раздражением слизистой желудка и кишечника.
*	Ваш организм работает как часы. Да, это — один из эффектов регулярного употребления киселя POLEZZNO.
*	При минимуме калорий кисель обеспечивает ощущение сытости на длительное время. Это позволяет сократить количество приемов пищи и уменьшить калорийность дневного рациона, что приводит к уменьшению веса.
Состав
Псиллиум, клубника сушеная, ежевика сушеная, семена чиа, эритрит, экстракт стевии. Может содержать следы глютена.
БЖУ
белки 6,6 г,
жиры 6,8 г,
углеводы 19,5 г;
энергетическая ценность — 695,8 кДж/166,2 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/kiseli/kisel_klubnika_i_ejevika_100g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/kiseli/kisel_klubnika_i_ejevika_100g_kz_back-1200x1200.jpg https://polezzno.com/image/cache/catalog/kiseli/6-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/kisel-klubnika-i-ezhevika-optom;"Картонная коробка, внутренний пакет дой-пак с замком зип-лок, вес нетто 100 г";"10 месяцев";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Псиллиум, клубника сушеная, ежевика сушеная, семена чиа, эритрит, экстракт стевии. Может содержать следы глютена.";"белки 6,6 г,жиры 6,8 г,углеводы 19,5 г;энергетическая ценность — 695,8 кДж/166,2 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;979278665;"Кисель с семенами чиа «Черная смородина»";;"Старые традиции на новый лад. Несомненная польза в новом, современном прочтении — это кисели от POLEZZNO. Вы всё еще уверены, что полезное не вкусно? А всё старое надо оставить в прошлом? Кисель POLEZZNO разрушает все стереотипы.
Почему вкусно:
*	Огромное количество ягод.
*	Нейтральный вкус основы.
*	Современные натуральные низкокалорийные подсластители.
Почему удобно:
*	Ваш кисель готов за 15 секунд.
*	Вы можете сами регулировать густоту и насыщенность вкуса.
Способ употребления:
2–3 ч. л. смеси (8–12 г) залить теплой водой. Кисель готов. Можно регулировать густоту киселя количеством добавляемой смеси. Идеально употреблять кисель натощак или перед приемом пищи для уменьшения объема порции.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Способ употребления:2–3 ч. л. смеси (8–12 г) залить теплой водой.
Кисель готов. Можно регулировать густоту киселя количеством добавляемой смеси.
Идеально употреблять кисель натощак или перед приемом пищи для уменьшения объема порции.
*	Без глютена. Скажем нет раздражающему действию глютена на кишечник.
*	Без крахмала и сахара. POLEZZNO берет в будущее только лучшее.
*	Пробиотические свойства псиллиума и семян чиа обеспечат необходимые условия для роста полезной микрофлоры.
*	Смягчающее действие киселя поможет справиться с раздражением слизистой желудка и кишечника.
*	Ваш организм работает как часы. Да, это — один из эффектов регулярного употребления киселя POLEZZNO.
*	При минимуме калорий кисель обеспечивает ощущение сытости на длительное время. Это позволяет сократить количество приемов пищи и уменьшить калорийность дневного рациона, что приводит к уменьшению веса.
Состав
Псиллиум, ягоды черной смородины сушеные, семена чиа, эритрит, экстракт стевии. Может содержать следы глютена.
БЖУ
белки 6,4 г,
жиры 6,1 г,
углеводы 15,8 г;
энергетическая ценность — 737,7 кДж/176,2 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/kiseli/kisel_chernaya_smorodina_100g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/kiseli/kisel_chernaya_smorodina_100g_kz_back-1200x1200.jpg https://polezzno.com/image/cache/catalog/kiseli/8-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/kisel-chernaia-smorodina-optom;"Картонная коробка, внутренний пакет дой-пак с замком зип-лок, вес нетто 100 г";"10 месяцев";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Псиллиум, ягоды черной смородины сушеные, семена чиа, эритрит, экстракт стевии. Может содержать следы глютена.";"белки 6,4 г,жиры 6,1 г,углеводы 15,8 г;энергетическая ценность — 737,7 кДж/176,2 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;1522791070;"Кисель с семенами чиа «Яблоко и корица»";;"Старые традиции на новый лад. Несомненная польза в новом, современном прочтении — это кисели от POLEZZNO. Вы всё еще уверены, что полезное не вкусно? А всё старое надо оставить в прошлом? Кисель POLEZZNO разрушает все стереотипы.
Почему вкусно:
*	Огромное количество ягод.
*	Нейтральный вкус основы.
*	Современные натуральные низкокалорийные подсластители.
Почему удобно:
*	Ваш кисель готов за 15 секунд.
*	Вы можете сами регулировать густоту и насыщенность вкуса.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Способ употребления:2–3 ч. л. смеси (8–12 г) залить теплой водой. Кисель готов.
Можно регулировать густоту киселя количеством добавляемой смеси.
Идеально употреблять кисель натощак или перед приемом пищи для уменьшения объема порции.
*	Без глютена. Скажем нет раздражающему действию глютена на кишечник.
*	Без крахмала и сахара. POLEZZNO берет в будущее только лучшее.
*	Пробиотические свойства псиллиума и семян чиа обеспечат необходимые условия для роста полезной микрофлоры.
*	Смягчающее действие киселя поможет справиться с раздражением слизистой желудка и кишечника.
*	Ваш организм работает как часы. Да, это — один из эффектов регулярного употребления киселя POLEZZNO.
*	При минимуме калорий кисель обеспечивает ощущение сытости на длительное время. Это позволяет сократить количество приемов пищи и уменьшить калорийность дневного рациона, что приводит к уменьшению веса.
Состав
Псиллиум, яблоко сушеное, черная смородина сушеная, семена чиа, эритрит, экстракт стевии, корица. Может содержать следы глютена.
БЖУ
белки 5,5 г,
жиры 5,9 г,
углеводы 21,3 г;
энергетическая ценность — 773,7 кДж/184,8 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/kiseli/kisel_yabloko_i_korica_100g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/kiseli/kisel_yabloko_i_korica_100g_kz_back-1200x1200.jpg https://polezzno.com/image/cache/catalog/kiseli/19-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/kisel-iabloko-i-koritsa-optom;"Картонная коробка, внутренний пакет дой-пак с замком зип-лок, вес нетто 100 г";"10 месяцев";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Псиллиум, яблоко сушеное, черная смородина сушеная, семена чиа, эритрит, экстракт стевии, корица. Может содержать следы глютена.";"белки 5,5 г,жиры 5,9 г,углеводы 21,3 г;энергетическая ценность — 773,7 кДж/184,8 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;526557347;"Куркума Latte";;"Куркума латте — это солнечный яркий напиток цвета охры, который согреет, принесет пользу и подарит вам настоящее эстетическое удовольствие! «Золотое молоко», как еще называют напиток на основе куркумы и молока, занял достойное место в модных кафе как здоровая альтернатива кофе.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Способ приготовления:
Вскипятите 1 литр молока.
При закипании добавьте 3 ч. л. сахара и 3 ч. л. смеси «Куркума Latte».
Для наилучшего раскрытия аромата рекомендуется прокипятить смесь около 3 минут.
По желанию можно добавить в готовый напиток 1 столовую ложку кокосового масла.
Разлейте по бокалам и наслаждайтесь!
Противопоказания: индивидуальная непереносимость компонентов.
*	Куркума — одна из самых почитаемых в Аюрведе специй. Куркума дарит энергию, является мощным природным антибиотиком, очищает организм от шлаков и токсинов, положительно влияет на микрофлору и обладает антипаразитарным действием. Напитки на основе куркумы и молока относятся к древнейшим рецептам Востока. Считается, что куркума снижает тягу к сладким и жирным блюдам.
*	Имбирь улучшает пищеварение и ускоряет обмен веществ. За это свойство его особенно ценят те, кто контролирует вес. Имбирь обладает противовоспалительным и антисептическим свойствами.
*	Корица, кардамон и душистый перец дополняют манящий букет восточных ароматов, усиливают позитивное влияние напитка на систему пищеварения.
Состав
Куркума, кардамон, имбирь, корица, душистый перец
БЖУ
белки 9,1 г,
жиры 7,9 г,
углеводы 67,2 г;
энергетическая ценность — 1 288 кДж/307,9 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/kurkuma_latte_200g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/kurkuma_latte_200g_kz_back-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/20190330_110319-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/14474245_667254966762278_8005883361174224896_n-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/kurkuma-latte-optom;"Картонная коробка с окошком, внутренний пакет дой-пак с замком зип-лок, вес нетто 200 г";"24 месяца";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Куркума, кардамон, имбирь, корица, душистый перец";"белки 9,1 г,жиры 7,9 г,углеводы 67,2 г;энергетическая ценность — 1 288 кДж/307,9 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;1452079463;Масала;;"Таинственный Восток притягивает своими загадками и экзотическими вкусами. Приоткройте дверь в яркий мир восточных пряностей и ароматных напитков! Масала-чай наполнит ваш дом воспоминаниями о сказочных странах и уютом.
Масала — это смесь специй. Специи для масала-чая традиционно содержат: имбирь, корицу, кардамон, перец и бадьян.
Предлагаем вам наиболее традиционный рецепт масала-специй — острый, но не обжигающий, ароматный и насыщенный. В Индии масала-чай готовят совершенно по-разному. До европейцев дошла традиция разводить молоко водой в пропорции 1:1 и добавлять черный или зеленый чай. Это очень ароматный напиток, нежный и острый одновременно — очень романтичное сочетание. Пейте его из высоких бокалов с толстым стеклом, украсьте молочную масалу палочкой корицы и звездочкой бадьяна.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Способы приготовления:
*	В Индии масалу готовят совершенно по-разному. До европейцев, в основном, дошла традиция разводить молоко водой в пропорции 1:1 и добавлять в напиток черный или зеленый чай. Смешайте 0,5 л. воды и 0,5 л. молока, положите 2 ст. ложки черного чая, 2 ч. ложки масалы, 2–3 ст. ложки сахара. Варите смесь на медленном огне, постоянно помешивая 5–8 минут. Дайте настояться 5–10 минут. Налейте смесь в бокалы через сито.
*	Предлагаем вам попробовать заварить масалу без использования заварки: только молоко и специи.
*	Используйте смесь для приготовления пирогов, пряников и другой выпечки. Чудесный букет специй принесет в ваш дом аромат рождественской выпечки.
*	Масала-чай — напиток на основе молока и специй с добавлением чая и сахара — настоящий символ таинственной Индии.
*	Масала-чай гармонизирует эмоции и работу всех систем организма.
*	Имбирь богат витаминами, помогает бороться с простудами и контролировать вес.
*	Кардамон обладает антисептическими свойствами, стимулирует пищеварение и придает бодрости.
*	Корица — это не только любимый всеми согревающий аромат, но и оздоравливающее воздействие на весь желудочно-кишечный тракт.
*	Гвоздика обладает выраженными очищающим и антипаразитарным действиями.
Состав
Имбирь, кардамон черный и зеленый, корица, черный перец, гвоздика, бадьян, мускатный орех, перец ява
БЖУ
белки 1,6 г,
жиры 1,4 г,
углеводы 4,4 г;
энергетическая ценность — 148,1 кДж/35,4 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/masala_100g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/masala_100g_kz_back-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/masala_100g_kz_1-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/1-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/masala_100g_kz_2-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/chai-masala-optom-kupit;"Картонная коробка с окошком, внутренний пакет дой-пак с замком зип-лок, вес нетто 100 г";"24 месяца";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Имбирь, кардамон черный и зеленый, корица, черный перец, гвоздика, бадьян, мускатный орех, перец ява";"белки 1,6 г,жиры 1,4 г,углеводы 4,4 г;энергетическая ценность — 148,1 кДж/35,4 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"К заказу доступны мешки от 5 кг"
"Чай и другие напитки";;;;320705231;"Розовая матча порошок питахайи";;"Удивительно, но факт: розовую матчу добывают из самого
сердца дракона. Это одно из названий экзотического фрукта питахайя. Крупный,
сочный и чуть сладкий плод растет в пустыне. Напиток из питахайи получается
необычным и полезным. Он мягкий и освежающий, с тонкими фруктово-ягодными
нотками и цветочным послевкусием. Утром розовая матча подарит немного нежности,
а вечером поможет снять стресс.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
*	Матча латте. 50 мл воды вскипятить и дать
остыть. Добавить 1 ч.л. матчи и перемешать с помощью венчика. В высокий бокал
налить 100 мл подогретого молока и добавить подсластитель по вкусу. Взбить
смесь венчиком до образования пены и смешать матчу с молоком. Можно готовить
как горячим, так и холодным.
*	Смузи «Розовый банан». Смешать в блендере 1-2
ст. л. матчи, 1 банан и 250 мл молока. Готовый напиток налить в высокий бокал и
подать с семенами чиа, свежими фруктами или тертым шоколадом.
*	Питахайя – сокровищница антиоксидантов. Полезные
вещества борются с окислительным стрессом, помогая сохранять красоту и
здоровье.
*	Клетчатка, которая содержится в питахайе,
улучшает пищеварение и стимулирует рост полезной микрофлоры в кишечнике.
*	Благодаря высокому содержанию витамина С
питахайя помогает поддерживать иммунитет.
*	Экзотический плод богат важными минералами:
магнием, кальцием и железом.
Состав
Молотая сушеная мякоть питахайи
БЖУ
белки 2 г,
жиры 1,7 г,
углеводы 90 г;
энергетическая ценность — 1627 кДж/388,6 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/rozovaya_matcha_poroshok_pitahayi_100g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/rozovaya_matcha_poroshok_pitahayi_100g_kz_back-1200x1200.png";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/rozovaya-matcha-poroshok-pitahaji;"Картонная коробка, внутренний пакет дой-пак с замком зип-лок, вес нетто 100 г";"18 месяцев";"ООО ""ПОЛЕЗЗНО"", Россия";Китай;"Молотая сушеная мякоть питахайи";"белки 2 г,жиры 1,7 г,углеводы 90 г;энергетическая ценность — 1627 кДж/388,6 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
"Чай и другие напитки";;;;01565902488;"Чай голубая матча";;"Один из самых красивых напитков, ставший настоящей модной находкой — чай голубая матча. Его получают из тайского чая Анчан, перемалывая красивые синие цветы-колокольчики клитории тройчатой до состояния тончайшего порошка. В таком виде синий чай заваривается подобно японскому чаю матча, или маття, взбивается с помощью венчика до появления нежной пены или используется в приготовлении других напитков, например, кофе латте.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Рецепты:
*	Положите 1 ч. ложку чая в чашку, долейте 200–250 мл кипятка, взбейте венчиком или капучинатором до легкой пены. Наслаждайтесь! Чтобы получить напиток фиолетового цвета, просто добавьте несколько капель сока лимона.
*	Попробуйте использовать порошок синего чая как натуральный синий краситель. Желе, рулеты и торты, пирожные, лимонады и спагетти — все эти блюда могут приобрести экзотический яркий синий цвет! При этом вкус блюда остается неизменным, а сам краситель — совершенно натурален!
*	Синий чай Анчан в порошке дает значительно более насыщенный настой. Все полезные вещества легко и быстро переходят из растения в напиток, что усиливает его полезные свойства в сравнении с завариванием лепестков.
*	Коренные жители Таиланда уверены, что именно Синий чай Чанг Шу помогает им сохранять моложавый вид до самой старости.
*	Напиток обладает успокаивающим действием и улучшает настроение.
*	За счет стимуляции кровообращения и высокого содержания антиоксидантов синий чай благотворно влияет на зрение и деятельность мозга.
*	Содержание витаминов В, С, D, Е, К и минералов оказывает комплексное положительное влияние на организм.
Состав
сушеные молотые цветки клитории тройчатой
БЖУ
белки 26,8 г,
жиры 2,4 г,
углеводы 25 г;
энергетическая ценность — 1 248 кДж/298 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/golubaya_matcha_50g_kz-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/golubaya_matcha_50g_kz_back-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/golubaya_matcha_50g_kz_1-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/20190330_103739-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/golubay-matcha-optom;"Картонная коробка, внутренний пакет дой-пак с замком зип-лок, вес нетто 50 г";"24 месяца";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"сушеные молотые цветки клитории тройчатой";"белки 26,8 г,жиры 2,4 г,углеводы 25 г;энергетическая ценность — 1 248 кДж/298 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"Доступны к заказу мешки от 5 кг"
"Чай и другие напитки";;;;2086162421;"Чай Саган Дайля в фильтр-пакетах";;"Чай Саган Дайля, он же Рододендрон Адамса — вечнозеленый кустарник, растущий в горных районах Бурятии, Монголии, Хабаровского края и на Алтае. Этот напиток использовали бурятские шаманы и древние лекари Тибета. Коренные народы считают Саган Дайля символом жизненной силы и долголетия. Он обладает бактерицидным, антибактериальным, противовоспалительным и иммуностимулирующим действием.
ДАВАЙТЕ ВЫБИРАТЬ ПОЛЕЗЗНОЕ!
Способ применения:
1 фильтр-пакет поместить в стакан воды, залить кипятком, заваривать 3–5 минут. Можно использовать до трех раз.
*	Тонизирующее действие Саган Дайля выше, чем у «золотого корня», или женьшеня. Даже один листочек чая, употребленный в сухом виде, может зарядить энергией на весь день. Пить Саган Дайля рекомендуется в первой половине дня.
*	Укрепляет иммунитет, защищает организм от воздействия стрессов и старения.
*	Регулирует работу сердечно-сосудистой системы, нормализует кровяное давление, повышает силу и выносливость.
*	Очищает организм от токсинов и вредных веществ, являясь сильнейшим антиоксидантом.
Противопоказания:
Не рекомендуется употреблять Саган Дайля беременным и кормящим женщинам, детям, не достигшим 18 лет, людям, страдающим гипертонией или повышенной возбудимостью.
Поскольку растение обладает потрясающей силой, применять его можно не дольше месяца. Затем сделайте перерыв на 2–3 недели, чтобы адаптировать иммунную систему и избежать привыкания организма к напитку.
Состав
Саган Дайля (рододендрон Адамса)
БЖУ
белки 0 г,
жиры 0 г,
углеводы 0,3 г;
энергетическая ценность — 4 кДж/1,0 ккал
Условия хранения
Хранить при температуре не выше 25 °C и относительной влажности не более 75%";"https://polezzno.com/image/cache/catalog/chay/sagan_daylya_12g_kz1-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/sagan_daylya_12g_kz_back1-1200x1200.jpg https://polezzno.com/image/cache/catalog/chay/sagan_dailya_50g_kz_1-1200x1200.jpg";0;"В наличии";;;POLEZZNO;http://polezzno.com/neobichnie-napitki-matca-sagan-dailya-masala-optom-kupit/sagan-dailya-v-paketikah;"Картонная коробка, бумажный пакет, фильтр-пакеты без ярлычков, 20 шт х 0,6 г. Вес нетто 12 г";"24 месяца с даты производства";"ООО ""ПОЛЕЗЗНО"", Россия";Россия;"Саган Дайля (рододендрон Адамса)";"белки 0 г,жиры 0 г,углеводы 0,3 г;энергетическая ценность — 4 кДж/1,0 ккал";"Хранить при температуре не выше 25 °C и относительной влажности не более 75%";
